Area,Crop,Year,Measurement,Unit,Value
United Kingdom,Barley,1652,Yield,kg/ha,1445.788708
United Kingdom,Barley,1653,Yield,kg/ha,2002.346155
United Kingdom,Barley,1654,Yield,kg/ha,1164.890551
United Kingdom,Barley,1655,Yield,kg/ha,1402.944081
United Kingdom,Barley,1656,Yield,kg/ha,1419.716476
United Kingdom,Barley,1657,Yield,kg/ha,1442.139849
United Kingdom,Barley,1658,Yield,kg/ha,1457.56233
United Kingdom,Barley,1659,Yield,kg/ha,575.317473
United Kingdom,Barley,1660,Yield,kg/ha,1046.768423
United Kingdom,Barley,1661,Yield,kg/ha,793.131316
United Kingdom,Barley,1662,Yield,kg/ha,881.602337
United Kingdom,Barley,1663,Yield,kg/ha,1374.252075
United Kingdom,Barley,1664,Yield,kg/ha,909.387895
United Kingdom,Barley,1665,Yield,kg/ha,1058.600663
United Kingdom,Barley,1666,Yield,kg/ha,1570.465204
United Kingdom,Barley,1667,Yield,kg/ha,1461.518579
United Kingdom,Barley,1668,Yield,kg/ha,928.26486
United Kingdom,Barley,1669,Yield,kg/ha,1243.281437
United Kingdom,Barley,1670,Yield,kg/ha,1053.609943
United Kingdom,Barley,1671,Yield,kg/ha,1327.87466
United Kingdom,Barley,1672,Yield,kg/ha,897.095927
United Kingdom,Barley,1673,Yield,kg/ha,988.718456
United Kingdom,Barley,1674,Yield,kg/ha,1154.684367
United Kingdom,Barley,1675,Yield,kg/ha,763.459717
United Kingdom,Barley,1676,Yield,kg/ha,1542.408266
United Kingdom,Barley,1677,Yield,kg/ha,948.921701
United Kingdom,Barley,1678,Yield,kg/ha,1114.344792
United Kingdom,Barley,1679,Yield,kg/ha,1019.296474
United Kingdom,Barley,1680,Yield,kg/ha,1502.001191
United Kingdom,Barley,1681,Yield,kg/ha,878.323613
United Kingdom,Barley,1682,Yield,kg/ha,915.270523
United Kingdom,Barley,1683,Yield,kg/ha,1534.866743
United Kingdom,Barley,1684,Yield,kg/ha,1165.855499
United Kingdom,Barley,1685,Yield,kg/ha,1215.641165
United Kingdom,Barley,1686,Yield,kg/ha,632.339378
United Kingdom,Barley,1687,Yield,kg/ha,865.793725
United Kingdom,Barley,1688,Yield,kg/ha,1290.247484
United Kingdom,Barley,1689,Yield,kg/ha,1110.373667
United Kingdom,Barley,1690,Yield,kg/ha,1342.543213
United Kingdom,Barley,1691,Yield,kg/ha,2152.177327
United Kingdom,Barley,1692,Yield,kg/ha,1643.93992
United Kingdom,Barley,1693,Yield,kg/ha,1013.754965
United Kingdom,Barley,1694,Yield,kg/ha,1499.475381
United Kingdom,Barley,1695,Yield,kg/ha,1393.583964
United Kingdom,Barley,1696,Yield,kg/ha,1048.250131
United Kingdom,Barley,1697,Yield,kg/ha,1069.782188
United Kingdom,Barley,1698,Yield,kg/ha,1485.554305
United Kingdom,Barley,1699,Yield,kg/ha,751.605014
United Kingdom,Barley,1700,Yield,kg/ha,607.23124
United Kingdom,Barley,1701,Yield,kg/ha,1354.915658
United Kingdom,Barley,1702,Yield,kg/ha,2203.923765
United Kingdom,Barley,1703,Yield,kg/ha,1793.599187
United Kingdom,Barley,1704,Yield,kg/ha,1736.976115
United Kingdom,Barley,1705,Yield,kg/ha,1331.752936
United Kingdom,Barley,1706,Yield,kg/ha,994.793595
United Kingdom,Barley,1707,Yield,kg/ha,1236.963909
United Kingdom,Barley,1708,Yield,kg/ha,999.658531
United Kingdom,Barley,1709,Yield,kg/ha,1500.403292
United Kingdom,Barley,1710,Yield,kg/ha,866.063455
United Kingdom,Barley,1711,Yield,kg/ha,1144.201026
United Kingdom,Barley,1712,Yield,kg/ha,1888.766426
United Kingdom,Barley,1713,Yield,kg/ha,1108.828332
United Kingdom,Barley,1714,Yield,kg/ha,1112.493514
United Kingdom,Barley,1715,Yield,kg/ha,1136.377631
United Kingdom,Barley,1716,Yield,kg/ha,1262.426927
United Kingdom,Barley,1717,Yield,kg/ha,1369.949215
United Kingdom,Barley,1718,Yield,kg/ha,2202.726746
United Kingdom,Barley,1719,Yield,kg/ha,1611.417067
United Kingdom,Barley,1720,Yield,kg/ha,2376.97198
United Kingdom,Barley,1721,Yield,kg/ha,2051.108614
United Kingdom,Barley,1722,Yield,kg/ha,1962.287376
United Kingdom,Barley,1723,Yield,kg/ha,1300.178759
United Kingdom,Barley,1724,Yield,kg/ha,1276.478454
United Kingdom,Barley,1725,Yield,kg/ha,1356.599566
United Kingdom,Barley,1726,Yield,kg/ha,1003.104618
United Kingdom,Barley,1727,Yield,kg/ha,1543.240925
United Kingdom,Barley,1728,Yield,kg/ha,1530.516253
United Kingdom,Barley,1729,Yield,kg/ha,1608.060122
United Kingdom,Barley,1730,Yield,kg/ha,1577.625171
United Kingdom,Barley,1731,Yield,kg/ha,1210.887557
United Kingdom,Barley,1732,Yield,kg/ha,1703.984039
United Kingdom,Barley,1733,Yield,kg/ha,1507.608383
United Kingdom,Barley,1734,Yield,kg/ha,1450.334755
United Kingdom,Barley,1735,Yield,kg/ha,1748.366623
United Kingdom,Barley,1736,Yield,kg/ha,1599.353117
United Kingdom,Barley,1737,Yield,kg/ha,1709.001744
United Kingdom,Barley,1738,Yield,kg/ha,1719.551878
United Kingdom,Barley,1739,Yield,kg/ha,1589.260902
United Kingdom,Barley,1740,Yield,kg/ha,2072.140995
United Kingdom,Barley,1741,Yield,kg/ha,1478.702814
United Kingdom,Barley,1742,Yield,kg/ha,1331.267001
United Kingdom,Barley,1743,Yield,kg/ha,1759.415069
United Kingdom,Barley,1744,Yield,kg/ha,1733.766078
United Kingdom,Barley,1745,Yield,kg/ha,1782.218002
United Kingdom,Barley,1746,Yield,kg/ha,1816.999438
United Kingdom,Barley,1747,Yield,kg/ha,2220.81361
United Kingdom,Barley,1748,Yield,kg/ha,1744.178794
United Kingdom,Barley,1749,Yield,kg/ha,1664.895984
United Kingdom,Barley,1750,Yield,kg/ha,1441.646207
United Kingdom,Barley,1751,Yield,kg/ha,1460.256884
United Kingdom,Barley,1752,Yield,kg/ha,2110.533019
United Kingdom,Barley,1753,Yield,kg/ha,2228.681536
United Kingdom,Barley,1754,Yield,kg/ha,1686.658805
United Kingdom,Barley,1755,Yield,kg/ha,1991.886
United Kingdom,Barley,1756,Yield,kg/ha,1478.166539
United Kingdom,Barley,1757,Yield,kg/ha,2017.859326
United Kingdom,Barley,1758,Yield,kg/ha,2009.07105
United Kingdom,Barley,1759,Yield,kg/ha,2143.46382
United Kingdom,Barley,1760,Yield,kg/ha,2335.438932
United Kingdom,Barley,1761,Yield,kg/ha,2320.924966
United Kingdom,Barley,1762,Yield,kg/ha,1402.865317
United Kingdom,Barley,1763,Yield,kg/ha,2384.372745
United Kingdom,Barley,1764,Yield,kg/ha,2298.247924
United Kingdom,Barley,1765,Yield,kg/ha,1050.813565
United Kingdom,Barley,1766,Yield,kg/ha,1624.802966
United Kingdom,Barley,1767,Yield,kg/ha,2258.290539
United Kingdom,Barley,1768,Yield,kg/ha,2231.492134
United Kingdom,Barley,1769,Yield,kg/ha,2477.208043
United Kingdom,Barley,1770,Yield,kg/ha,2115.037871
United Kingdom,Barley,1771,Yield,kg/ha,2586.696513
United Kingdom,Barley,1772,Yield,kg/ha,1729.514142
United Kingdom,Barley,1773,Yield,kg/ha,2000.127549
United Kingdom,Barley,1774,Yield,kg/ha,2030.486945
United Kingdom,Barley,1775,Yield,kg/ha,1639.402269
United Kingdom,Barley,1776,Yield,kg/ha,2154.560112
United Kingdom,Barley,1777,Yield,kg/ha,2019.656123
United Kingdom,Barley,1778,Yield,kg/ha,2220.454901
United Kingdom,Barley,1779,Yield,kg/ha,2206.573386
United Kingdom,Barley,1780,Yield,kg/ha,2193.759557
United Kingdom,Barley,1781,Yield,kg/ha,2286.000007
United Kingdom,Barley,1782,Yield,kg/ha,2002.425884
United Kingdom,Barley,1783,Yield,kg/ha,2361.610057
United Kingdom,Barley,1784,Yield,kg/ha,2543.532223
United Kingdom,Barley,1785,Yield,kg/ha,1278.171507
United Kingdom,Barley,1786,Yield,kg/ha,1620.897158
United Kingdom,Barley,1787,Yield,kg/ha,1636.627752
United Kingdom,Barley,1788,Yield,kg/ha,1049.537868
United Kingdom,Barley,1789,Yield,kg/ha,1537.294237
United Kingdom,Barley,1790,Yield,kg/ha,1999.91886
United Kingdom,Barley,1791,Yield,kg/ha,1960.02641
United Kingdom,Barley,1792,Yield,kg/ha,1863.230955
United Kingdom,Barley,1793,Yield,kg/ha,1294.228205
United Kingdom,Barley,1794,Yield,kg/ha,1417.546268
United Kingdom,Barley,1795,Yield,kg/ha,2055.875505
United Kingdom,Barley,1796,Yield,kg/ha,1671.274852
United Kingdom,Barley,1797,Yield,kg/ha,1685.68637
United Kingdom,Barley,1798,Yield,kg/ha,2014.397781
United Kingdom,Barley,1799,Yield,kg/ha,1567.528458
United Kingdom,Barley,1800,Yield,kg/ha,1606.023169
United Kingdom,Barley,1801,Yield,kg/ha,2152.272209
United Kingdom,Barley,1802,Yield,kg/ha,2185.107438
United Kingdom,Barley,1803,Yield,kg/ha,2018.87109
United Kingdom,Barley,1804,Yield,kg/ha,2072.075126
United Kingdom,Barley,1805,Yield,kg/ha,2207.472169
United Kingdom,Barley,1806,Yield,kg/ha,1761.810097
United Kingdom,Barley,1807,Yield,kg/ha,1766.733449
United Kingdom,Barley,1808,Yield,kg/ha,1849.149507
United Kingdom,Barley,1809,Yield,kg/ha,2389.623481
United Kingdom,Barley,1810,Yield,kg/ha,2245.662386
United Kingdom,Barley,1811,Yield,kg/ha,1868.778079
United Kingdom,Barley,1812,Yield,kg/ha,1187.114892
United Kingdom,Barley,1813,Yield,kg/ha,2560.81906
United Kingdom,Barley,1814,Yield,kg/ha,2599.470871
United Kingdom,Barley,1815,Yield,kg/ha,2420.735714
United Kingdom,Barley,1816,Yield,kg/ha,2128.515303
United Kingdom,Barley,1817,Yield,kg/ha,1817.471331
United Kingdom,Barley,1818,Yield,kg/ha,1206.196413
United Kingdom,Barley,1819,Yield,kg/ha,1947.138217
United Kingdom,Barley,1820,Yield,kg/ha,2608.008566
United Kingdom,Barley,1821,Yield,kg/ha,2815.758321
United Kingdom,Barley,1822,Yield,kg/ha,1749.323675
United Kingdom,Barley,1823,Yield,kg/ha,1734.858929
United Kingdom,Barley,1824,Yield,kg/ha,1873.806039
United Kingdom,Barley,1825,Yield,kg/ha,1792.10032
United Kingdom,Barley,1826,Yield,kg/ha,1518.778068
United Kingdom,Barley,1827,Yield,kg/ha,2278.102175
United Kingdom,Barley,1828,Yield,kg/ha,1872.78681
United Kingdom,Barley,1829,Yield,kg/ha,2057.647027
United Kingdom,Barley,1830,Yield,kg/ha,1826.334229
United Kingdom,Barley,1831,Yield,kg/ha,2558.171109
United Kingdom,Barley,1832,Yield,kg/ha,2466.176333
United Kingdom,Barley,1833,Yield,kg/ha,2261.092817
United Kingdom,Barley,1834,Yield,kg/ha,1944.468875
United Kingdom,Barley,1835,Yield,kg/ha,2374.534328
United Kingdom,Barley,1836,Yield,kg/ha,2014.487304
United Kingdom,Barley,1837,Yield,kg/ha,2036.1022
United Kingdom,Barley,1838,Yield,kg/ha,2392.383273
United Kingdom,Barley,1839,Yield,kg/ha,2716.810143
United Kingdom,Barley,1840,Yield,kg/ha,2642.671702
United Kingdom,Barley,1841,Yield,kg/ha,2246.649342
United Kingdom,Barley,1842,Yield,kg/ha,2427.941145
United Kingdom,Barley,1843,Yield,kg/ha,2176.391984
United Kingdom,Barley,1844,Yield,kg/ha,1890.271954
United Kingdom,Barley,1845,Yield,kg/ha,2314.299976
United Kingdom,Barley,1846,Yield,kg/ha,1969.548891
United Kingdom,Barley,1847,Yield,kg/ha,2637.097472
United Kingdom,Barley,1848,Yield,kg/ha,2342.209485
United Kingdom,Barley,1849,Yield,kg/ha,2358.061488
United Kingdom,Barley,1850,Yield,kg/ha,2045.761702
United Kingdom,Barley,1851,Yield,kg/ha,2233.559281
United Kingdom,Barley,1852,Yield,kg/ha,2175.134734
United Kingdom,Barley,1853,Yield,kg/ha,1873.832775
United Kingdom,Barley,1854,Yield,kg/ha,2513.310796
United Kingdom,Barley,1855,Yield,kg/ha,2442.399044
United Kingdom,Barley,1856,Yield,kg/ha,2306.100003
United Kingdom,Barley,1857,Yield,kg/ha,1861.213132
United Kingdom,Barley,1858,Yield,kg/ha,1787.99117
United Kingdom,Barley,1859,Yield,kg/ha,1581.223729
United Kingdom,Barley,1860,Yield,kg/ha,1624.029601
United Kingdom,Barley,1861,Yield,kg/ha,1965.22751
United Kingdom,Barley,1862,Yield,kg/ha,1755.771152
United Kingdom,Barley,1863,Yield,kg/ha,2339.29347
United Kingdom,Barley,1864,Yield,kg/ha,2580.754639
United Kingdom,Barley,1865,Yield,kg/ha,2358.262499
United Kingdom,Barley,1866,Yield,kg/ha,2206.664631
United Kingdom,Barley,1867,Yield,kg/ha,1848.483987
United Kingdom,Barley,1868,Yield,kg/ha,1859.037982
United Kingdom,Barley,1869,Yield,kg/ha,2307.838688
United Kingdom,Barley,1870,Yield,kg/ha,1628.140843
United Kingdom,Barley,1885,Yield,kg/ha,1960
United Kingdom,Barley,1910,Yield,kg/ha,1960
United Kingdom,Barley,1930,Yield,kg/ha,2020
United Kingdom,Barley,1942,Yield,kg/ha,2370
United Kingdom,Barley,1961,Yield,kg/ha,3262.4
United Kingdom,Barley,1962,Yield,kg/ha,3635.5
United Kingdom,Barley,1963,Yield,kg/ha,3515.5
United Kingdom,Barley,1964,Yield,kg/ha,3694.3
United Kingdom,Barley,1965,Yield,kg/ha,3751.7
United Kingdom,Barley,1966,Yield,kg/ha,3516.2
United Kingdom,Barley,1967,Yield,kg/ha,3777.8
United Kingdom,Barley,1968,Yield,kg/ha,3444.7
United Kingdom,Barley,1969,Yield,kg/ha,3590.3
United Kingdom,Barley,1970,Yield,kg/ha,3356.6
United Kingdom,Barley,1971,Yield,kg/ha,3740
United Kingdom,Barley,1972,Yield,kg/ha,4040.3
United Kingdom,Barley,1973,Yield,kg/ha,3972.2
United Kingdom,Barley,1974,Yield,kg/ha,4124.6
United Kingdom,Barley,1975,Yield,kg/ha,3630.3
United Kingdom,Barley,1976,Yield,kg/ha,3505
United Kingdom,Barley,1977,Yield,kg/ha,4387.2
United Kingdom,Barley,1978,Yield,kg/ha,4188.3
United Kingdom,Barley,1979,Yield,kg/ha,4106.4
United Kingdom,Barley,1980,Yield,kg/ha,4429.4
United Kingdom,Barley,1981,Yield,kg/ha,4396.2
United Kingdom,Barley,1982,Yield,kg/ha,4932.5
United Kingdom,Barley,1983,Yield,kg/ha,4654.9
United Kingdom,Barley,1984,Yield,kg/ha,5590.7
United Kingdom,Barley,1985,Yield,kg/ha,4954.2
United Kingdom,Barley,1986,Yield,kg/ha,5223.8
United Kingdom,Barley,1987,Yield,kg/ha,5043.7
United Kingdom,Barley,1988,Yield,kg/ha,4637.9
United Kingdom,Barley,1989,Yield,kg/ha,4883
United Kingdom,Barley,1990,Yield,kg/ha,5208.8
United Kingdom,Barley,1991,Yield,kg/ha,5476.4
United Kingdom,Barley,1992,Yield,kg/ha,5669.7
United Kingdom,Barley,1993,Yield,kg/ha,5178.4
United Kingdom,Barley,1994,Yield,kg/ha,5371.8
United Kingdom,Barley,1995,Yield,kg/ha,5735.1
United Kingdom,Barley,1996,Yield,kg/ha,6138.7
United Kingdom,Barley,1997,Yield,kg/ha,5760.1
United Kingdom,Barley,1998,Yield,kg/ha,5285.7
United Kingdom,Barley,1999,Yield,kg/ha,5581.8
United Kingdom,Barley,2000,Yield,kg/ha,5755.3
United Kingdom,Barley,2001,Yield,kg/ha,5349.4
United Kingdom,Barley,2002,Yield,kg/ha,5565.8
United Kingdom,Barley,2003,Yield,kg/ha,5909.1
United Kingdom,Barley,2004,Yield,kg/ha,5758.4
United Kingdom,Barley,2005,Yield,kg/ha,5858.2
United Kingdom,Barley,2006,Yield,kg/ha,5939.9
United Kingdom,Barley,2007,Yield,kg/ha,5655.9
United Kingdom,Barley,2008,Yield,kg/ha,5953.5
United Kingdom,Barley,2009,Yield,kg/ha,5833.8
United Kingdom,Barley,2010,Yield,kg/ha,5702.5
United Kingdom,Barley,2011,Yield,kg/ha,5663.9
United Kingdom,Barley,2012,Yield,kg/ha,5511
United Kingdom,Barley,2013,Yield,kg/ha,5846.7
United Kingdom,Barley,2014,Yield,kg/ha,6399.1
United Kingdom,Oats,1270,Yield,kg/ha,783.380328
United Kingdom,Oats,1271,Yield,kg/ha,735.990383
United Kingdom,Oats,1272,Yield,kg/ha,630.633639
United Kingdom,Oats,1273,Yield,kg/ha,706.707484
United Kingdom,Oats,1274,Yield,kg/ha,702.955901
United Kingdom,Oats,1275,Yield,kg/ha,657.519705
United Kingdom,Oats,1276,Yield,kg/ha,692.037366
United Kingdom,Oats,1277,Yield,kg/ha,779.545339
United Kingdom,Oats,1278,Yield,kg/ha,666.832747
United Kingdom,Oats,1279,Yield,kg/ha,547.308436
United Kingdom,Oats,1280,Yield,kg/ha,657.587873
United Kingdom,Oats,1281,Yield,kg/ha,659.193643
United Kingdom,Oats,1282,Yield,kg/ha,713.534541
United Kingdom,Oats,1283,Yield,kg/ha,693.200859
United Kingdom,Oats,1284,Yield,kg/ha,623.347462
United Kingdom,Oats,1285,Yield,kg/ha,707.561239
United Kingdom,Oats,1286,Yield,kg/ha,593.454306
United Kingdom,Oats,1287,Yield,kg/ha,601.824697
United Kingdom,Oats,1288,Yield,kg/ha,671.839291
United Kingdom,Oats,1289,Yield,kg/ha,621.472945
United Kingdom,Oats,1290,Yield,kg/ha,775.006772
United Kingdom,Oats,1291,Yield,kg/ha,592.552092
United Kingdom,Oats,1292,Yield,kg/ha,583.276776
United Kingdom,Oats,1293,Yield,kg/ha,738.360382
United Kingdom,Oats,1294,Yield,kg/ha,612.48761
United Kingdom,Oats,1295,Yield,kg/ha,626.197498
United Kingdom,Oats,1296,Yield,kg/ha,761.876
United Kingdom,Oats,1297,Yield,kg/ha,652.384306
United Kingdom,Oats,1298,Yield,kg/ha,721.165082
United Kingdom,Oats,1299,Yield,kg/ha,646.686279
United Kingdom,Oats,1300,Yield,kg/ha,650.877991
United Kingdom,Oats,1301,Yield,kg/ha,642.931705
United Kingdom,Oats,1302,Yield,kg/ha,640.257256
United Kingdom,Oats,1303,Yield,kg/ha,547.290107
United Kingdom,Oats,1304,Yield,kg/ha,576.04526
United Kingdom,Oats,1305,Yield,kg/ha,526.589043
United Kingdom,Oats,1306,Yield,kg/ha,468.767277
United Kingdom,Oats,1307,Yield,kg/ha,656.481594
United Kingdom,Oats,1308,Yield,kg/ha,750.012615
United Kingdom,Oats,1309,Yield,kg/ha,622.019869
United Kingdom,Oats,1310,Yield,kg/ha,683.028779
United Kingdom,Oats,1311,Yield,kg/ha,630.810405
United Kingdom,Oats,1312,Yield,kg/ha,511.769261
United Kingdom,Oats,1313,Yield,kg/ha,526.785975
United Kingdom,Oats,1314,Yield,kg/ha,631.124336
United Kingdom,Oats,1315,Yield,kg/ha,616.858049
United Kingdom,Oats,1316,Yield,kg/ha,547.540921
United Kingdom,Oats,1317,Yield,kg/ha,533.717118
United Kingdom,Oats,1318,Yield,kg/ha,575.926776
United Kingdom,Oats,1319,Yield,kg/ha,623.107059
United Kingdom,Oats,1320,Yield,kg/ha,676.472269
United Kingdom,Oats,1321,Yield,kg/ha,419.856904
United Kingdom,Oats,1322,Yield,kg/ha,580.337673
United Kingdom,Oats,1323,Yield,kg/ha,656.775298
United Kingdom,Oats,1324,Yield,kg/ha,427.020177
United Kingdom,Oats,1325,Yield,kg/ha,588.65427
United Kingdom,Oats,1326,Yield,kg/ha,581.481643
United Kingdom,Oats,1327,Yield,kg/ha,706.193596
United Kingdom,Oats,1328,Yield,kg/ha,515.233607
United Kingdom,Oats,1329,Yield,kg/ha,586.806948
United Kingdom,Oats,1330,Yield,kg/ha,556.102459
United Kingdom,Oats,1331,Yield,kg/ha,489.199451
United Kingdom,Oats,1332,Yield,kg/ha,617.309279
United Kingdom,Oats,1333,Yield,kg/ha,488.635003
United Kingdom,Oats,1334,Yield,kg/ha,611.719115
United Kingdom,Oats,1335,Yield,kg/ha,600.198464
United Kingdom,Oats,1336,Yield,kg/ha,582.562806
United Kingdom,Oats,1337,Yield,kg/ha,555.368285
United Kingdom,Oats,1338,Yield,kg/ha,697.080759
United Kingdom,Oats,1339,Yield,kg/ha,426.176507
United Kingdom,Oats,1340,Yield,kg/ha,471.729709
United Kingdom,Oats,1341,Yield,kg/ha,632.674671
United Kingdom,Oats,1342,Yield,kg/ha,664.898018
United Kingdom,Oats,1343,Yield,kg/ha,549.88578
United Kingdom,Oats,1344,Yield,kg/ha,605.474708
United Kingdom,Oats,1345,Yield,kg/ha,358.28563
United Kingdom,Oats,1346,Yield,kg/ha,538.294994
United Kingdom,Oats,1347,Yield,kg/ha,658.731418
United Kingdom,Oats,1348,Yield,kg/ha,618.082099
United Kingdom,Oats,1349,Yield,kg/ha,299.886413
United Kingdom,Oats,1350,Yield,kg/ha,343.608761
United Kingdom,Oats,1351,Yield,kg/ha,597.735141
United Kingdom,Oats,1352,Yield,kg/ha,282.124241
United Kingdom,Oats,1353,Yield,kg/ha,428.8277
United Kingdom,Oats,1354,Yield,kg/ha,479.954672
United Kingdom,Oats,1355,Yield,kg/ha,554.086229
United Kingdom,Oats,1356,Yield,kg/ha,359.129814
United Kingdom,Oats,1357,Yield,kg/ha,570.197827
United Kingdom,Oats,1358,Yield,kg/ha,541.482503
United Kingdom,Oats,1359,Yield,kg/ha,559.420449
United Kingdom,Oats,1360,Yield,kg/ha,595.128806
United Kingdom,Oats,1361,Yield,kg/ha,503.29078
United Kingdom,Oats,1362,Yield,kg/ha,566.809353
United Kingdom,Oats,1363,Yield,kg/ha,593.803047
United Kingdom,Oats,1364,Yield,kg/ha,489.870431
United Kingdom,Oats,1365,Yield,kg/ha,513.053208
United Kingdom,Oats,1366,Yield,kg/ha,541.26603
United Kingdom,Oats,1367,Yield,kg/ha,535.130906
United Kingdom,Oats,1368,Yield,kg/ha,435.102724
United Kingdom,Oats,1369,Yield,kg/ha,523.725125
United Kingdom,Oats,1370,Yield,kg/ha,664.699302
United Kingdom,Oats,1371,Yield,kg/ha,696.632714
United Kingdom,Oats,1372,Yield,kg/ha,557.532774
United Kingdom,Oats,1373,Yield,kg/ha,598.629021
United Kingdom,Oats,1374,Yield,kg/ha,632.845333
United Kingdom,Oats,1375,Yield,kg/ha,524.070218
United Kingdom,Oats,1376,Yield,kg/ha,584.026148
United Kingdom,Oats,1377,Yield,kg/ha,687.674383
United Kingdom,Oats,1378,Yield,kg/ha,564.474281
United Kingdom,Oats,1379,Yield,kg/ha,500.767076
United Kingdom,Oats,1380,Yield,kg/ha,565.463911
United Kingdom,Oats,1381,Yield,kg/ha,656.490504
United Kingdom,Oats,1382,Yield,kg/ha,585.559796
United Kingdom,Oats,1383,Yield,kg/ha,607.351619
United Kingdom,Oats,1384,Yield,kg/ha,504.526307
United Kingdom,Oats,1385,Yield,kg/ha,612.981867
United Kingdom,Oats,1386,Yield,kg/ha,588.939156
United Kingdom,Oats,1387,Yield,kg/ha,592.309366
United Kingdom,Oats,1388,Yield,kg/ha,604.963016
United Kingdom,Oats,1389,Yield,kg/ha,475.570976
United Kingdom,Oats,1390,Yield,kg/ha,437.054191
United Kingdom,Oats,1391,Yield,kg/ha,585.57613
United Kingdom,Oats,1392,Yield,kg/ha,594.827265
United Kingdom,Oats,1393,Yield,kg/ha,502.203993
United Kingdom,Oats,1394,Yield,kg/ha,429.41806
United Kingdom,Oats,1395,Yield,kg/ha,587.653125
United Kingdom,Oats,1396,Yield,kg/ha,549.332003
United Kingdom,Oats,1397,Yield,kg/ha,386.321007
United Kingdom,Oats,1398,Yield,kg/ha,628.355701
United Kingdom,Oats,1399,Yield,kg/ha,518.962153
United Kingdom,Oats,1400,Yield,kg/ha,608.485277
United Kingdom,Oats,1401,Yield,kg/ha,473.844193
United Kingdom,Oats,1402,Yield,kg/ha,625.366014
United Kingdom,Oats,1403,Yield,kg/ha,444.236721
United Kingdom,Oats,1404,Yield,kg/ha,492.237502
United Kingdom,Oats,1405,Yield,kg/ha,576.760231
United Kingdom,Oats,1406,Yield,kg/ha,479.684415
United Kingdom,Oats,1407,Yield,kg/ha,396.781061
United Kingdom,Oats,1408,Yield,kg/ha,260.148907
United Kingdom,Oats,1409,Yield,kg/ha,373.310703
United Kingdom,Oats,1410,Yield,kg/ha,592.907168
United Kingdom,Oats,1411,Yield,kg/ha,550.765422
United Kingdom,Oats,1412,Yield,kg/ha,394.936234
United Kingdom,Oats,1413,Yield,kg/ha,300.459258
United Kingdom,Oats,1414,Yield,kg/ha,565.388197
United Kingdom,Oats,1415,Yield,kg/ha,427.395338
United Kingdom,Oats,1416,Yield,kg/ha,417.559628
United Kingdom,Oats,1417,Yield,kg/ha,304.342955
United Kingdom,Oats,1418,Yield,kg/ha,488.196557
United Kingdom,Oats,1419,Yield,kg/ha,809.409394
United Kingdom,Oats,1420,Yield,kg/ha,494.366068
United Kingdom,Oats,1421,Yield,kg/ha,346.068659
United Kingdom,Oats,1422,Yield,kg/ha,432.602063
United Kingdom,Oats,1423,Yield,kg/ha,561.902674
United Kingdom,Oats,1424,Yield,kg/ha,674.302496
United Kingdom,Oats,1425,Yield,kg/ha,520.118027
United Kingdom,Oats,1426,Yield,kg/ha,500.865428
United Kingdom,Oats,1427,Yield,kg/ha,376.574718
United Kingdom,Oats,1428,Yield,kg/ha,898.74541
United Kingdom,Oats,1429,Yield,kg/ha,684.473476
United Kingdom,Oats,1430,Yield,kg/ha,508.3512
United Kingdom,Oats,1431,Yield,kg/ha,889.476516
United Kingdom,Oats,1432,Yield,kg/ha,1231.165609
United Kingdom,Oats,1433,Yield,kg/ha,907.315499
United Kingdom,Oats,1434,Yield,kg/ha,494.459657
United Kingdom,Oats,1435,Yield,kg/ha,603.855133
United Kingdom,Oats,1436,Yield,kg/ha,332.079805
United Kingdom,Oats,1437,Yield,kg/ha,180.348674
United Kingdom,Oats,1438,Yield,kg/ha,520.910459
United Kingdom,Oats,1439,Yield,kg/ha,624.045414
United Kingdom,Oats,1440,Yield,kg/ha,766.470821
United Kingdom,Oats,1441,Yield,kg/ha,334.167211
United Kingdom,Oats,1442,Yield,kg/ha,389.791204
United Kingdom,Oats,1443,Yield,kg/ha,973.435436
United Kingdom,Oats,1444,Yield,kg/ha,955.688902
United Kingdom,Oats,1445,Yield,kg/ha,892.526775
United Kingdom,Oats,1446,Yield,kg/ha,984.543739
United Kingdom,Oats,1447,Yield,kg/ha,354.580737
United Kingdom,Oats,1448,Yield,kg/ha,1558.256573
United Kingdom,Oats,1449,Yield,kg/ha,368.69915
United Kingdom,Oats,1450,Yield,kg/ha,655.554603
United Kingdom,Oats,1451,Yield,kg/ha,655.554603
United Kingdom,Oats,1452,Yield,kg/ha,712.385897
United Kingdom,Oats,1453,Yield,kg/ha,881.075897
United Kingdom,Oats,1454,Yield,kg/ha,407.781682
United Kingdom,Oats,1455,Yield,kg/ha,539.185512
United Kingdom,Oats,1456,Yield,kg/ha,670.589341
United Kingdom,Oats,1457,Yield,kg/ha,363.278831
United Kingdom,Oats,1458,Yield,kg/ha,705.469912
United Kingdom,Oats,1459,Yield,kg/ha,602.632128
United Kingdom,Oats,1460,Yield,kg/ha,499.794345
United Kingdom,Oats,1461,Yield,kg/ha,676.603271
United Kingdom,Oats,1462,Yield,kg/ha,497.388942
United Kingdom,Oats,1463,Yield,kg/ha,126.631726
United Kingdom,Oats,1464,Yield,kg/ha,432.438657
United Kingdom,Oats,1465,Yield,kg/ha,479.64785
United Kingdom,Oats,1466,Yield,kg/ha,526.857043
United Kingdom,Oats,1467,Yield,kg/ha,206.316044
