Area,Year,Measurement,Unit,Value
Alberta,2001,1,120.00 to 1,599.99 acres,Number,4382
Alberta,2001,1,600.00 to 2,239.99 acres,Number,3297
Alberta,2001,2,240.00 to 2,879.99 acres,Number,1594
Alberta,2001,2,880.00 to 3,519.99 acres,Number,971
Alberta,2001,3,520.00 acres and over,Number,2308
British Columbia,2001,Total number of farms,Number,20290
British Columbia,2001,Under 10.00 acres,Number,5252
British Columbia,2001,10.00 to 69.99 acres,Number,7418
British Columbia,2001,70.00 to 129.99 acres,Number,1697
British Columbia,2001,130.00 to 179.99 acres,Number,1662
British Columbia,2001,180.00 to 239.99 acres,Number,524
British Columbia,2001,240.00 to 399.99 acres,Number,1110
British Columbia,2001,400.00 to 559.99 acres,Number,543
British Columbia,2001,560.00 to 759.99 acres,Number,460
British Columbia,2001,760.00 to 1,119.99 acres,Number,485
British Columbia,2001,1,120.00 to 1,599.99 acres,Number,385
British Columbia,2001,1,600.00 to 2,239.99 acres,Number,258
British Columbia,2001,2,240.00 to 2,879.99 acres,Number,134
British Columbia,2001,2,880.00 to 3,519.99 acres,Number,76
British Columbia,2001,3,520.00 acres and over,Number,286
Canada,2006,Total number of farms,Number,229373
Canada,2006,Under 10.00 acres,Number,13167
Canada,2006,10.00 to 69.99 acres,Number,35355
Canada,2006,70.00 to 129.99 acres,Number,26090
Canada,2006,130.00 to 179.99 acres,Number,24401
Canada,2006,180.00 to 239.99 acres,Number,13104
Canada,2006,240.00 to 399.99 acres,Number,28997
Canada,2006,400.00 to 559.99 acres,Number,17306
Canada,2006,560.00 to 759.99 acres,Number,14035
Canada,2006,760.00 to 1,119.99 acres,Number,16128
Canada,2006,1,120.00 to 1,599.99 acres,Number,13177
Canada,2006,1,600.00 to 2,239.99 acres,Number,10611
Canada,2006,2,240.00 to 2,879.99 acres,Number,5820
Canada,2006,2,880.00 to 3,519.99 acres,Number,3534
Canada,2006,3,520.00 acres and over,Number,7648
Newfoundland and Labrador,2006,Total number of farms,Number,558
Newfoundland and Labrador,2006,Under 10.00 acres,Number,115
Newfoundland and Labrador,2006,10.00 to 69.99 acres,Number,221
Newfoundland and Labrador,2006,70.00 to 129.99 acres,Number,77
Newfoundland and Labrador,2006,130.00 to 179.99 acres,Number,32
Newfoundland and Labrador,2006,180.00 to 239.99 acres,Number,22
Newfoundland and Labrador,2006,240.00 to 399.99 acres,Number,38
Newfoundland and Labrador,2006,400.00 to 559.99 acres,Number,17
Newfoundland and Labrador,2006,560.00 to 759.99 acres,Number,14
Newfoundland and Labrador,2006,760.00 to 1,119.99 acres,Number,10
Newfoundland and Labrador,2006,1,120.00 to 1,599.99 acres,Number,7
Newfoundland and Labrador,2006,1,600.00 to 2,239.99 acres,Number,2
Newfoundland and Labrador,2006,2,240.00 to 2,879.99 acres,Number,0
Newfoundland and Labrador,2006,2,880.00 to 3,519.99 acres,Number,1
Newfoundland and Labrador,2006,3,520.00 acres and over,Number,2
Prince Edward Island,2006,Total number of farms,Number,1700
Prince Edward Island,2006,Under 10.00 acres,Number,85
Prince Edward Island,2006,10.00 to 69.99 acres,Number,297
Prince Edward Island,2006,70.00 to 129.99 acres,Number,264
Prince Edward Island,2006,130.00 to 179.99 acres,Number,155
Prince Edward Island,2006,180.00 to 239.99 acres,Number,159
Prince Edward Island,2006,240.00 to 399.99 acres,Number,290
Prince Edward Island,2006,400.00 to 559.99 acres,Number,148
Prince Edward Island,2006,560.00 to 759.99 acres,Number,97
Prince Edward Island,2006,760.00 to 1,119.99 acres,Number,97
Prince Edward Island,2006,1,120.00 to 1,599.99 acres,Number,45
Prince Edward Island,2006,1,600.00 to 2,239.99 acres,Number,25
Prince Edward Island,2006,2,240.00 to 2,879.99 acres,Number,26
Prince Edward Island,2006,2,880.00 to 3,519.99 acres,Number,10
Prince Edward Island,2006,3,520.00 acres and over,Number,2
Nova Scotia,2006,Total number of farms,Number,3795
Nova Scotia,2006,Under 10.00 acres,Number,319
Nova Scotia,2006,10.00 to 69.99 acres,Number,845
Nova Scotia,2006,70.00 to 129.99 acres,Number,568
Nova Scotia,2006,130.00 to 179.99 acres,Number,328
Nova Scotia,2006,180.00 to 239.99 acres,Number,353
Nova Scotia,2006,240.00 to 399.99 acres,Number,609
Nova Scotia,2006,400.00 to 559.99 acres,Number,345
Nova Scotia,2006,560.00 to 759.99 acres,Number,183
Nova Scotia,2006,760.00 to 1,119.99 acres,Number,155
Nova Scotia,2006,1,120.00 to 1,599.99 acres,Number,51
Nova Scotia,2006,1,600.00 to 2,239.99 acres,Number,23
Nova Scotia,2006,2,240.00 to 2,879.99 acres,Number,9
Nova Scotia,2006,2,880.00 to 3,519.99 acres,Number,1
Nova Scotia,2006,3,520.00 acres and over,Number,6
New Brunswick,2006,Total number of farms,Number,2776
New Brunswick,2006,Under 10.00 acres,Number,193
New Brunswick,2006,10.00 to 69.99 acres,Number,387
New Brunswick,2006,70.00 to 129.99 acres,Number,378
New Brunswick,2006,130.00 to 179.99 acres,Number,240
New Brunswick,2006,180.00 to 239.99 acres,Number,260
New Brunswick,2006,240.00 to 399.99 acres,Number,503
New Brunswick,2006,400.00 to 559.99 acres,Number,307
New Brunswick,2006,560.00 to 759.99 acres,Number,192
New Brunswick,2006,760.00 to 1,119.99 acres,Number,188
New Brunswick,2006,1,120.00 to 1,599.99 acres,Number,65
New Brunswick,2006,1,600.00 to 2,239.99 acres,Number,39
New Brunswick,2006,2,240.00 to 2,879.99 acres,Number,8
New Brunswick,2006,2,880.00 to 3,519.99 acres,Number,6
New Brunswick,2006,3,520.00 acres and over,Number,10
Quebec,2006,Total number of farms,Number,30675
Quebec,2006,Under 10.00 acres,Number,1895
Quebec,2006,10.00 to 69.99 acres,Number,5188
Quebec,2006,70.00 to 129.99 acres,Number,4732
Quebec,2006,130.00 to 179.99 acres,Number,3110
Quebec,2006,180.00 to 239.99 acres,Number,3535
Quebec,2006,240.00 to 399.99 acres,Number,5697
Quebec,2006,400.00 to 559.99 acres,Number,2908
Quebec,2006,560.00 to 759.99 acres,Number,1595
Quebec,2006,760.00 to 1,119.99 acres,Number,1175
Quebec,2006,1,120.00 to 1,599.99 acres,Number,507
Quebec,2006,1,600.00 to 2,239.99 acres,Number,198
Quebec,2006,2,240.00 to 2,879.99 acres,Number,79
Quebec,2006,2,880.00 to 3,519.99 acres,Number,32
Quebec,2006,3,520.00 acres and over,Number,24
Ontario,2006,Total number of farms,Number,57211
Ontario,2006,Under 10.00 acres,Number,3163
Ontario,2006,10.00 to 69.99 acres,Number,13690
Ontario,2006,70.00 to 129.99 acres,Number,12857
Ontario,2006,130.00 to 179.99 acres,Number,5622
Ontario,2006,180.00 to 239.99 acres,Number,5472
Ontario,2006,240.00 to 399.99 acres,Number,7554
Ontario,2006,400.00 to 559.99 acres,Number,3635
Ontario,2006,560.00 to 759.99 acres,Number,2175
Ontario,2006,760.00 to 1,119.99 acres,Number,1640
Ontario,2006,1,120.00 to 1,599.99 acres,Number,762
Ontario,2006,1,600.00 to 2,239.99 acres,Number,361
Ontario,2006,2,240.00 to 2,879.99 acres,Number,120
Ontario,2006,2,880.00 to 3,519.99 acres,Number,66
Ontario,2006,3,520.00 acres and over,Number,94
Manitoba,2006,Total number of farms,Number,19054
Manitoba,2006,Under 10.00 acres,Number,568
Manitoba,2006,10.00 to 69.99 acres,Number,1629
Manitoba,2006,70.00 to 129.99 acres,Number,1242
Manitoba,2006,130.00 to 179.99 acres,Number,1707
Manitoba,2006,180.00 to 239.99 acres,Number,605
Manitoba,2006,240.00 to 399.99 acres,Number,2198
Manitoba,2006,400.00 to 559.99 acres,Number,1673
Manitoba,2006,560.00 to 759.99 acres,Number,1710
Manitoba,2006,760.00 to 1,119.99 acres,Number,2123
Manitoba,2006,1,120.00 to 1,599.99 acres,Number,1879
Manitoba,2006,1,600.00 to 2,239.99 acres,Number,1567
Manitoba,2006,2,240.00 to 2,879.99 acres,Number,792
Manitoba,2006,2,880.00 to 3,519.99 acres,Number,471
Manitoba,2006,3,520.00 acres and over,Number,890
Saskatchewan,2006,Total number of farms,Number,44329
Saskatchewan,2006,Under 10.00 acres,Number,431
Saskatchewan,2006,10.00 to 69.99 acres,Number,1254
Saskatchewan,2006,70.00 to 129.99 acres,Number,1084
Saskatchewan,2006,130.00 to 179.99 acres,Number,4447
Saskatchewan,2006,180.00 to 239.99 acres,Number,732
Saskatchewan,2006,240.00 to 399.99 acres,Number,4698
Saskatchewan,2006,400.00 to 559.99 acres,Number,3542
Saskatchewan,2006,560.00 to 759.99 acres,Number,3668
Saskatchewan,2006,760.00 to 1,119.99 acres,Number,5448
Saskatchewan,2006,1,120.00 to 1,599.99 acres,Number,5589
Saskatchewan,2006,1,600.00 to 2,239.99 acres,Number,5103
Saskatchewan,2006,2,240.00 to 2,879.99 acres,Number,2946
Saskatchewan,2006,2,880.00 to 3,519.99 acres,Number,1795
Saskatchewan,2006,3,520.00 acres and over,Number,3592
Alberta,2006,Total number of farms,Number,49431
Alberta,2006,Under 10.00 acres,Number,1063
Alberta,2006,10.00 to 69.99 acres,Number,4593
Alberta,2006,70.00 to 129.99 acres,Number,3262
Alberta,2006,130.00 to 179.99 acres,Number,7315
Alberta,2006,180.00 to 239.99 acres,Number,1463
Alberta,2006,240.00 to 399.99 acres,Number,6386
Alberta,2006,400.00 to 559.99 acres,Number,4209
Alberta,2006,560.00 to 759.99 acres,Number,3979
Alberta,2006,760.00 to 1,119.99 acres,Number,4807
Alberta,2006,1,120.00 to 1,599.99 acres,Number,3924
Alberta,2006,1,600.00 to 2,239.99 acres,Number,3012
Alberta,2006,2,240.00 to 2,879.99 acres,Number,1681
Alberta,2006,2,880.00 to 3,519.99 acres,Number,1064
Alberta,2006,3,520.00 acres and over,Number,2673
British Columbia,2006,Total number of farms,Number,19844
British Columbia,2006,Under 10.00 acres,Number,5335
British Columbia,2006,10.00 to 69.99 acres,Number,7251
British Columbia,2006,70.00 to 129.99 acres,Number,1626
British Columbia,2006,130.00 to 179.99 acres,Number,1445
British Columbia,2006,180.00 to 239.99 acres,Number,503
British Columbia,2006,240.00 to 399.99 acres,Number,1024
British Columbia,2006,400.00 to 559.99 acres,Number,522
British Columbia,2006,560.00 to 759.99 acres,Number,422
British Columbia,2006,760.00 to 1,119.99 acres,Number,485
British Columbia,2006,1,120.00 to 1,599.99 acres,Number,348
British Columbia,2006,1,600.00 to 2,239.99 acres,Number,281
British Columbia,2006,2,240.00 to 2,879.99 acres,Number,159
British Columbia,2006,2,880.00 to 3,519.99 acres,Number,88
British Columbia,2006,3,520.00 acres and over,Number,355
Canada,2011,Total number of farms,Number,205730
Canada,2011,Under 10.00 acres,Number,12991
Canada,2011,10.00 to 69.99 acres,Number,32705
Canada,2011,70.00 to 129.99 acres,Number,24205
Canada,2011,130.00 to 179.99 acres,Number,21705
Canada,2011,180.00 to 239.99 acres,Number,11719
Canada,2011,240.00 to 399.99 acres,Number,24974
Canada,2011,400.00 to 559.99 acres,Number,15053
Canada,2011,560.00 to 759.99 acres,Number,11781
Canada,2011,760.00 to 1,119.99 acres,Number,13413
Canada,2011,1,120.00 to 1,599.99 acres,Number,10831
Canada,2011,1,600.00 to 2,239.99 acres,Number,9222
Canada,2011,2,240.00 to 2,879.99 acres,Number,5230
Canada,2011,2,880.00 to 3,519.99 acres,Number,3482
Canada,2011,3,520.00 acres and over,Number,8419
Newfoundland and Labrador,2011,Total number of farms,Number,510
Newfoundland and Labrador,2011,Under 10.00 acres,Number,121
Newfoundland and Labrador,2011,10.00 to 69.99 acres,Number,203
Newfoundland and Labrador,2011,70.00 to 129.99 acres,Number,72
Newfoundland and Labrador,2011,130.00 to 179.99 acres,Number,23
Newfoundland and Labrador,2011,180.00 to 239.99 acres,Number,17
Newfoundland and Labrador,2011,240.00 to 399.99 acres,Number,26
Newfoundland and Labrador,2011,400.00 to 559.99 acres,Number,20
Newfoundland and Labrador,2011,560.00 to 759.99 acres,Number,6
Newfoundland and Labrador,2011,760.00 to 1,119.99 acres,Number,11
Newfoundland and Labrador,2011,1,120.00 to 1,599.99 acres,Number,2
Newfoundland and Labrador,2011,1,600.00 to 2,239.99 acres,Number,3
Newfoundland and Labrador,2011,2,240.00 to 2,879.99 acres,Number,4
Newfoundland and Labrador,2011,2,880.00 to 3,519.99 acres,Number,1
Newfoundland and Labrador,2011,3,520.00 acres and over,Number,1
Prince Edward Island,2011,Total number of farms,Number,1495
Prince Edward Island,2011,Under 10.00 acres,Number,70
Prince Edward Island,2011,10.00 to 69.99 acres,Number,275
Prince Edward Island,2011,70.00 to 129.99 acres,Number,225
Prince Edward Island,2011,130.00 to 179.99 acres,Number,141
Prince Edward Island,2011,180.00 to 239.99 acres,Number,128
Prince Edward Island,2011,240.00 to 399.99 acres,Number,238
Prince Edward Island,2011,400.00 to 559.99 acres,Number,110
Prince Edward Island,2011,560.00 to 759.99 acres,Number,89
Prince Edward Island,2011,760.00 to 1,119.99 acres,Number,99
Prince Edward Island,2011,1,120.00 to 1,599.99 acres,Number,47
Prince Edward Island,2011,1,600.00 to 2,239.99 acres,Number,36
Prince Edward Island,2011,2,240.00 to 2,879.99 acres,Number,21
Prince Edward Island,2011,2,880.00 to 3,519.99 acres,Number,11
Prince Edward Island,2011,3,520.00 acres and over,Number,5
Nova Scotia,2011,Total number of farms,Number,3905
Nova Scotia,2011,Under 10.00 acres,Number,406
Nova Scotia,2011,10.00 to 69.99 acres,Number,907
Nova Scotia,2011,70.00 to 129.99 acres,Number,637
Nova Scotia,2011,130.00 to 179.99 acres,Number,317
Nova Scotia,2011,180.00 to 239.99 acres,Number,343
Nova Scotia,2011,240.00 to 399.99 acres,Number,574
Nova Scotia,2011,400.00 to 559.99 acres,Number,302
Nova Scotia,2011,560.00 to 759.99 acres,Number,192
Nova Scotia,2011,760.00 to 1,119.99 acres,Number,137
Nova Scotia,2011,1,120.00 to 1,599.99 acres,Number,48
Nova Scotia,2011,1,600.00 to 2,239.99 acres,Number,21
Nova Scotia,2011,2,240.00 to 2,879.99 acres,Number,6
Nova Scotia,2011,2,880.00 to 3,519.99 acres,Number,4
Nova Scotia,2011,3,520.00 acres and over,Number,11
New Brunswick,2011,Total number of farms,Number,2611
New Brunswick,2011,Under 10.00 acres,Number,187
New Brunswick,2011,10.00 to 69.99 acres,Number,420
New Brunswick,2011,70.00 to 129.99 acres,Number,389
New Brunswick,2011,130.00 to 179.99 acres,Number,198
New Brunswick,2011,180.00 to 239.99 acres,Number,249
New Brunswick,2011,240.00 to 399.99 acres,Number,408
New Brunswick,2011,400.00 to 559.99 acres,Number,290
New Brunswick,2011,560.00 to 759.99 acres,Number,174
New Brunswick,2011,760.00 to 1,119.99 acres,Number,154
New Brunswick,2011,1,120.00 to 1,599.99 acres,Number,70
New Brunswick,2011,1,600.00 to 2,239.99 acres,Number,41
New Brunswick,2011,2,240.00 to 2,879.99 acres,Number,11
New Brunswick,2011,2,880.00 to 3,519.99 acres,Number,3
New Brunswick,2011,3,520.00 acres and over,Number,17
Quebec,2011,Total number of farms,Number,29437
Quebec,2011,Under 10.00 acres,Number,1956
Quebec,2011,10.00 to 69.99 acres,Number,5152
Quebec,2011,70.00 to 129.99 acres,Number,4617
Quebec,2011,130.00 to 179.99 acres,Number,2914
Quebec,2011,180.00 to 239.99 acres,Number,3221
Quebec,2011,240.00 to 399.99 acres,Number,5291
Quebec,2011,400.00 to 559.99 acres,Number,2735
Quebec,2011,560.00 to 759.99 acres,Number,1522
Quebec,2011,760.00 to 1,119.99 acres,Number,1165
Quebec,2011,1,120.00 to 1,599.99 acres,Number,503
Quebec,2011,1,600.00 to 2,239.99 acres,Number,217
Quebec,2011,2,240.00 to 2,879.99 acres,Number,83
Quebec,2011,2,880.00 to 3,519.99 acres,Number,27
Quebec,2011,3,520.00 acres and over,Number,34
Ontario,2011,Total number of farms,Number,51950
Ontario,2011,Under 10.00 acres,Number,2741
Ontario,2011,10.00 to 69.99 acres,Number,12681
Ontario,2011,70.00 to 129.99 acres,Number,11779
Ontario,2011,130.00 to 179.99 acres,Number,4969
Ontario,2011,180.00 to 239.99 acres,Number,4801
Ontario,2011,240.00 to 399.99 acres,Number,6460
Ontario,2011,400.00 to 559.99 acres,Number,3359
Ontario,2011,560.00 to 759.99 acres,Number,2026
Ontario,2011,760.00 to 1,119.99 acres,Number,1587
Ontario,2011,1,120.00 to 1,599.99 acres,Number,788
Ontario,2011,1,600.00 to 2,239.99 acres,Number,436
Ontario,2011,2,240.00 to 2,879.99 acres,Number,152
Ontario,2011,2,880.00 to 3,519.99 acres,Number,79
Ontario,2011,3,520.00 acres and over,Number,92
Manitoba,2011,Total number of farms,Number,15877
Manitoba,2011,Under 10.00 acres,Number,462
Manitoba,2011,10.00 to 69.99 acres,Number,1324
Manitoba,2011,70.00 to 129.99 acres,Number,957
Manitoba,2011,130.00 to 179.99 acres,Number,1421
Manitoba,2011,180.00 to 239.99 acres,Number,520
Manitoba,2011,240.00 to 399.99 acres,Number,1674
Manitoba,2011,400.00 to 559.99 acres,Number,1296
Manitoba,2011,560.00 to 759.99 acres,Number,1311
Manitoba,2011,760.00 to 1,119.99 acres,Number,1777
Manitoba,2011,1,120.00 to 1,599.99 acres,Number,1557
Manitoba,2011,1,600.00 to 2,239.99 acres,Number,1359
Manitoba,2011,2,240.00 to 2,879.99 acres,Number,716
Manitoba,2011,2,880.00 to 3,519.99 acres,Number,508
Manitoba,2011,3,520.00 acres and over,Number,995
Saskatchewan,2011,Total number of farms,Number,36952
Saskatchewan,2011,Under 10.00 acres,Number,345
Saskatchewan,2011,10.00 to 69.99 acres,Number,967
Saskatchewan,2011,70.00 to 129.99 acres,Number,975
Saskatchewan,2011,130.00 to 179.99 acres,Number,3780
Saskatchewan,2011,180.00 to 239.99 acres,Number,632
Saskatchewan,2011,240.00 to 399.99 acres,Number,3969
Saskatchewan,2011,400.00 to 559.99 acres,Number,2755
Saskatchewan,2011,560.00 to 759.99 acres,Number,2808
Saskatchewan,2011,760.00 to 1,119.99 acres,Number,4066
Saskatchewan,2011,1,120.00 to 1,599.99 acres,Number,4146
Saskatchewan,2011,1,600.00 to 2,239.99 acres,Number,4152
Saskatchewan,2011,2,240.00 to 2,879.99 acres,Number,2521
Saskatchewan,2011,2,880.00 to 3,519.99 acres,Number,1724
Saskatchewan,2011,3,520.00 acres and over,Number,4112
Alberta,2011,Total number of farms,Number,43234
Alberta,2011,Under 10.00 acres,Number,879
Alberta,2011,10.00 to 69.99 acres,Number,3638
Alberta,2011,70.00 to 129.99 acres,Number,3030
Alberta,2011,130.00 to 179.99 acres,Number,6581
Alberta,2011,180.00 to 239.99 acres,Number,1336
Alberta,2011,240.00 to 399.99 acres,Number,5395
Alberta,2011,400.00 to 559.99 acres,Number,3653
Alberta,2011,560.00 to 759.99 acres,Number,3258
Alberta,2011,760.00 to 1,119.99 acres,Number,3997
Alberta,2011,1,120.00 to 1,599.99 acres,Number,3335
Alberta,2011,1,600.00 to 2,239.99 acres,Number,2694
Alberta,2011,2,240.00 to 2,879.99 acres,Number,1575
Alberta,2011,2,880.00 to 3,519.99 acres,Number,1025
Alberta,2011,3,520.00 acres and over,Number,2838
British Columbia,2011,Total number of farms,Number,19759
British Columbia,2011,Under 10.00 acres,Number,5824
British Columbia,2011,10.00 to 69.99 acres,Number,7138
British Columbia,2011,70.00 to 129.99 acres,Number,1524
British Columbia,2011,130.00 to 179.99 acres,Number,1361
British Columbia,2011,180.00 to 239.99 acres,Number,472
British Columbia,2011,240.00 to 399.99 acres,Number,939
British Columbia,2011,400.00 to 559.99 acres,Number,533
British Columbia,2011,560.00 to 759.99 acres,Number,395
British Columbia,2011,760.00 to 1,119.99 acres,Number,420
British Columbia,2011,1,120.00 to 1,599.99 acres,Number,335
British Columbia,2011,1,600.00 to 2,239.99 acres,Number,263
British Columbia,2011,2,240.00 to 2,879.99 acres,Number,141
British Columbia,2011,2,880.00 to 3,519.99 acres,Number,100
British Columbia,2011,3,520.00 acres and over,Number,314
Canada,2016,Total number of farms,Number,193492
Canada,2016,Under 10.00 acres,Number,13193
Canada,2016,10.00 to 69.99 acres,Number,32036
Canada,2016,70.00 to 129.99 acres,Number,22494
Canada,2016,130.00 to 179.99 acres,Number,20148
Canada,2016,180.00 to 239.99 acres,Number,10644
Canada,2016,240.00 to 399.99 acres,Number,22986
Canada,2016,400.00 to 559.99 acres,Number,13645
Canada,2016,560.00 to 759.99 acres,Number,10792
Canada,2016,760.00 to 1,119.99 acres,Number,12143
Canada,2016,1,120.00 to 1,599.99 acres,Number,9640
Canada,2016,1,600.00 to 2,239.99 acres,Number,8335
Canada,2016,2,240.00 to 2,879.99 acres,Number,4982
Canada,2016,2,880.00 to 3,519.99 acres,Number,3365
Canada,2016,3,520.00 acres and over,Number,9089
Newfoundland and Labrador,2016,Total number of farms,Number,407
Newfoundland and Labrador,2016,Under 10.00 acres,Number,93
Newfoundland and Labrador,2016,10.00 to 69.99 acres,Number,144
Newfoundland and Labrador,2016,70.00 to 129.99 acres,Number,62
Newfoundland and Labrador,2016,130.00 to 179.99 acres,Number,24
Newfoundland and Labrador,2016,180.00 to 239.99 acres,Number,21
Newfoundland and Labrador,2016,240.00 to 399.99 acres,Number,24
Newfoundland and Labrador,2016,400.00 to 559.99 acres,Number,12
Newfoundland and Labrador,2016,560.00 to 759.99 acres,Number,5
Newfoundland and Labrador,2016,760.00 to 1,119.99 acres,Number,10
Newfoundland and Labrador,2016,1,120.00 to 1,599.99 acres,Number,2
Newfoundland and Labrador,2016,1,600.00 to 2,239.99 acres,Number,6
Newfoundland and Labrador,2016,2,240.00 to 2,879.99 acres,Number,2
Newfoundland and Labrador,2016,2,880.00 to 3,519.99 acres,Number,1
Newfoundland and Labrador,2016,3,520.00 acres and over,Number,1
Prince Edward Island,2016,Total number of farms,Number,1353
Prince Edward Island,2016,Under 10.00 acres,Number,64
Prince Edward Island,2016,10.00 to 69.99 acres,Number,253
Prince Edward Island,2016,70.00 to 129.99 acres,Number,195
Prince Edward Island,2016,130.00 to 179.99 acres,Number,116
Prince Edward Island,2016,180.00 to 239.99 acres,Number,115
Prince Edward Island,2016,240.00 to 399.99 acres,Number,207
Prince Edward Island,2016,400.00 to 559.99 acres,Number,106
Prince Edward Island,2016,560.00 to 759.99 acres,Number,87
Prince Edward Island,2016,760.00 to 1,119.99 acres,Number,82
Prince Edward Island,2016,1,120.00 to 1,599.99 acres,Number,53
Prince Edward Island,2016,1,600.00 to 2,239.99 acres,Number,29
Prince Edward Island,2016,2,240.00 to 2,879.99 acres,Number,27
Prince Edward Island,2016,2,880.00 to 3,519.99 acres,Number,13
Prince Edward Island,2016,3,520.00 acres and over,Number,6
Nova Scotia,2016,Total number of farms,Number,3478
Nova Scotia,2016,Under 10.00 acres,Number,413
Nova Scotia,2016,10.00 to 69.99 acres,Number,856
Nova Scotia,2016,70.00 to 129.99 acres,Number,501
Nova Scotia,2016,130.00 to 179.99 acres,Number,280
Nova Scotia,2016,180.00 to 239.99 acres,Number,295
Nova Scotia,2016,240.00 to 399.99 acres,Number,471
Nova Scotia,2016,400.00 to 559.99 acres,Number,310
Nova Scotia,2016,560.00 to 759.99 acres,Number,148
Nova Scotia,2016,760.00 to 1,119.99 acres,Number,111
Nova Scotia,2016,1,120.00 to 1,599.99 acres,Number,43
Nova Scotia,2016,1,600.00 to 2,239.99 acres,Number,28
Nova Scotia,2016,2,240.00 to 2,879.99 acres,Number,6
Nova Scotia,2016,2,880.00 to 3,519.99 acres,Number,8
Nova Scotia,2016,3,520.00 acres and over,Number,8
New Brunswick,2016,Total number of farms,Number,2255
New Brunswick,2016,Under 10.00 acres,Number,200
New Brunswick,2016,10.00 to 69.99 acres,Number,402
New Brunswick,2016,70.00 to 129.99 acres,Number,280
New Brunswick,2016,130.00 to 179.99 acres,Number,184
New Brunswick,2016,180.00 to 239.99 acres,Number,202
New Brunswick,2016,240.00 to 399.99 acres,Number,362
New Brunswick,2016,400.00 to 559.99 acres,Number,211
New Brunswick,2016,560.00 to 759.99 acres,Number,143
New Brunswick,2016,760.00 to 1,119.99 acres,Number,136
New Brunswick,2016,1,120.00 to 1,599.99 acres,Number,60
New Brunswick,2016,1,600.00 to 2,239.99 acres,Number,39
New Brunswick,2016,2,240.00 to 2,879.99 acres,Number,14
New Brunswick,2016,2,880.00 to 3,519.99 acres,Number,3
New Brunswick,2016,3,520.00 acres and over,Number,19
Quebec,2016,Total number of farms,Number,28919
Quebec,2016,Under 10.00 acres,Number,2137
Quebec,2016,10.00 to 69.99 acres,Number,5514
Quebec,2016,70.00 to 129.99 acres,Number,4704
Quebec,2016,130.00 to 179.99 acres,Number,2728
Quebec,2016,180.00 to 239.99 acres,Number,2875
Quebec,2016,240.00 to 399.99 acres,Number,4779
Quebec,2016,400.00 to 559.99 acres,Number,2539
Quebec,2016,560.00 to 759.99 acres,Number,1514
Quebec,2016,760.00 to 1,119.99 acres,Number,1195
Quebec,2016,1,120.00 to 1,599.99 acres,Number,514
Quebec,2016,1,600.00 to 2,239.99 acres,Number,261
Quebec,2016,2,240.00 to 2,879.99 acres,Number,96
Quebec,2016,2,880.00 to 3,519.99 acres,Number,34
Quebec,2016,3,520.00 acres and over,Number,29
Ontario,2016,Total number of farms,Number,49600
Ontario,2016,Under 10.00 acres,Number,3051
Ontario,2016,10.00 to 69.99 acres,Number,12625
Ontario,2016,70.00 to 129.99 acres,Number,10742
Ontario,2016,130.00 to 179.99 acres,Number,4592
Ontario,2016,180.00 to 239.99 acres,Number,4282
Ontario,2016,240.00 to 399.99 acres,Number,6008
Ontario,2016,400.00 to 559.99 acres,Number,3093
Ontario,2016,560.00 to 759.99 acres,Number,1990
Ontario,2016,760.00 to 1,119.99 acres,Number,1593
Ontario,2016,1,120.00 to 1,599.99 acres,Number,801
Ontario,2016,1,600.00 to 2,239.99 acres,Number,457
Ontario,2016,2,240.00 to 2,879.99 acres,Number,168
Ontario,2016,2,880.00 to 3,519.99 acres,Number,88
Ontario,2016,3,520.00 acres and over,Number,110
Manitoba,2016,Total number of farms,Number,14791
Manitoba,2016,Under 10.00 acres,Number,396
Manitoba,2016,10.00 to 69.99 acres,Number,1273
Manitoba,2016,70.00 to 129.99 acres,Number,930
Manitoba,2016,130.00 to 179.99 acres,Number,1323
Manitoba,2016,180.00 to 239.99 acres,Number,488
Manitoba,2016,240.00 to 399.99 acres,Number,1676
Manitoba,2016,400.00 to 559.99 acres,Number,1171
Manitoba,2016,560.00 to 759.99 acres,Number,1061
Manitoba,2016,760.00 to 1,119.99 acres,Number,1569
Manitoba,2016,1,120.00 to 1,599.99 acres,Number,1388
Manitoba,2016,1,600.00 to 2,239.99 acres,Number,1275
Manitoba,2016,2,240.00 to 2,879.99 acres,Number,674
Manitoba,2016,2,880.00 to 3,519.99 acres,Number,494
Manitoba,2016,3,520.00 acres and over,Number,1073
Saskatchewan,2016,Total number of farms,Number,34523
Saskatchewan,2016,Under 10.00 acres,Number,334
Saskatchewan,2016,10.00 to 69.99 acres,Number,1069
Saskatchewan,2016,70.00 to 129.99 acres,Number,1008
Saskatchewan,2016,130.00 to 179.99 acres,Number,3722
Saskatchewan,2016,180.00 to 239.99 acres,Number,668
Saskatchewan,2016,240.00 to 399.99 acres,Number,3664
Saskatchewan,2016,400.00 to 559.99 acres,Number,2501
Saskatchewan,2016,560.00 to 759.99 acres,Number,2580
Saskatchewan,2016,760.00 to 1,119.99 acres,Number,3521
Saskatchewan,2016,1,120.00 to 1,599.99 acres,Number,3490
Saskatchewan,2016,1,600.00 to 2,239.99 acres,Number,3516
Saskatchewan,2016,2,240.00 to 2,879.99 acres,Number,2360
Saskatchewan,2016,2,880.00 to 3,519.99 acres,Number,1595
Saskatchewan,2016,3,520.00 acres and over,Number,4495
